,x,y,z,region,detailRegion,roughRegion
195817_015_reg,1969.18879,2693.87618,5198.02941,FRP,FRP-1,CTX
17897_058_reg,2967.79374,3102.35885,4115.94958,FRP,FRP-6a,CTX
201573_035_reg,2219.97819,2747.42657,5137.60205,FRP,FRP-5,CTX
201571_030_reg,2446.40706,2638.11043,4949.43365,FRP,FRP-5,CTX
201575_046_reg,2257.17238,2652.32737,5028.03089,FRP,FRP-5,CTX
201575_044_reg,2254.85818,2668.62962,5036.45956,FRP,FRP-5,CTX
195826_080_reg,1995.30597,2987.59651,4458.73513,FRP,FRP-1,CTX
201568_023_reg,2238.97868,2905.08538,5108.32644,FRP,FRP-5,CTX
201568_033_reg,2069.72324,2769.20272,5251.95133,FRP,FRP-2/3,CTX
200299_002_reg,2615.96615,2915.87474,4190.85647,FRP,FRP-5,CTX
200297_122_reg,2706.06201,2788.23245,4505.64724,FRP,FRP-5,CTX
201573_022_reg,2231.38699,2735.56085,5070.262,FRP,FRP-5,CTX
200294_014_reg,2425.12813,2569.79694,4739.1227,FRP,FRP-5,CTX
195826_008_reg,2243.57674,2875.23507,4344.25005,FRP,FRP-5,CTX
196548_035_reg,2536.65416,2681.37101,4636.18412,FRP,FRP-5,CTX
194782_049_reg,1997.57227,3076.47366,4328.69987,FRP,FRP-1,CTX
194782_117_reg,2071.2745,3120.79551,4200.09212,FRP,FRP-1,CTX
192310_094_reg,2111.30254,2438.94266,4685.17283,FRP,FRP-2/3,CTX
194786_076_reg,1975.69485,2953.84863,4512.83052,FRP,FRP-1,CTX
192106_159_reg,2373.04565,2686.76696,4565.66897,FRP,FRP-5,CTX
195826_079_reg,1999.08848,2803.53162,4608.7645,FRP,FRP-2/3,CTX
194781_018_reg,2296.50541,2747.66472,4743.99473,FRP,FRP-5,CTX
194779_004_reg,2104.30388,2663.33652,5179.37246,FRP,FRP-2/3,CTX
201575_039_reg,2159.97846,2876.31226,5158.6004,FRP,FRP-2/3,CTX
196548_039_reg,2560.68526,2597.56996,4669.66854,FRP,FRP-5,CTX
196549_019_reg,2646.03257,2681.8107,4514.63723,FRP,FRP-5,CTX
201573_021_reg,2408.6073,2824.65767,4873.59109,FRP,FRP-5,CTX
200293_087_reg,2701.7265,2937.42216,4161.46549,FRP,FRP-5,CTX
194782_047_reg,1985.75587,2994.37084,4154.44879,FRP,FRP-1,CTX
195826_051_reg,2005.5233,2855.35229,5023.52336,FRP,FRP-2/3,CTX
201571_008_reg,2582.22063,2619.93789,4826.95179,FRP,FRP-5,CTX
200299_042_reg,2530.78276,2674.57926,4371.65723,FRP,FRP-5,CTX
200299_001_reg,2545.65103,2735.23598,4481.26328,FRP,FRP-5,CTX
200295_003_reg,3020.85273,2892.49027,4440.83052,FRP,FRP-6a,CTX
194782_036_reg,2279.19259,3117.4605,4052.36734,FRP,FRP-5,CTX
194778_089_reg,2035.24681,2569.70054,5160.78028,FRP,FRP-2/3,CTX
200290_019_reg,2817.92677,2735.29866,4615.10546,FRP,FRP-6a,CTX
194779_017_reg,2185.52827,2724.44206,5134.85019,FRP,FRP-5,CTX
200299_047_reg,3042.73617,3023.24472,4196.02027,FRP,FRP-6a,CTX
195817_073_reg,2034.65669,2831.48969,5267.56117,FRP,FRP-2/3,CTX
201575_047_reg,2372.16325,2664.30266,5046.65333,FRP,FRP-5,CTX
192310_029_reg,2224.56592,2741.77351,4707.05602,FRP,FRP-5,CTX
192310_066_reg,2096.38687,2503.15862,4605.59706,FRP,FRP-2/3,CTX
194779_009_reg,2072.81449,2554.22543,5009.39917,FRP,FRP-2/3,CTX
17897_021_reg,2546.52951,2878.20646,4297.85342,FRP,FRP-5,CTX
194783_052_reg,2454.80815,2833.01447,4521.43783,FRP,FRP-5,CTX
194779_013_reg,2067.4177,2695.02757,5219.03759,FRP,FRP-2/3,CTX
201398_019_reg,2864.33854,2933.93121,4198.81294,FRP,FRP-6a,CTX
194778_101_reg,2021.22402,2733.22472,5060.05126,FRP,FRP-2/3,CTX
201574_037_reg,2093.86882,2679.73469,5106.62409,FRP,FRP-2/3,CTX
200582_040_reg,2285.12286,2733.89593,4867.14744,FRP,FRP-5,CTX
201575_041_reg,2081.66185,2915.62475,5239.1996,FRP,FRP-2/3,CTX
196548_016_reg,2153.70921,2617.35646,4980.17547,FRP,FRP-5,CTX
200295_004_reg,2979.23061,3010.18849,4350.66978,FRP,FRP-6a,CTX
201568_035_reg,2045.58513,2680.84345,5217.16967,FRP,FRP-2/3,CTX
192106_102_reg,2229.65676,2948.36859,4065.58311,FRP,FRP-2/3,CTX
17897_048_reg,2323.84816,2964.09004,4110.86624,FRP,FRP-5,CTX
196548_040_reg,2342.47145,2637.50898,4904.85279,FRP,FRP-5,CTX
200299_054_reg,3084.35438,3024.78769,4349.60777,FRP,FRP-6a,CTX
201568_019_reg,2002.10076,2843.83865,5337.5911,FRP,FRP-1,CTX
194782_058_reg,1974.81235,2949.35434,4235.44199,FRP,FRP-1,CTX
194779_002_reg,2211.92127,2674.97514,4978.69577,FRP,FRP-5,CTX
194778_098_reg,2038.73521,2726.49314,5250.19817,FRP,FRP-2/3,CTX
196549_006_reg,2434.89235,2568.60307,4548.43085,FRP,FRP-5,CTX
201575_037_reg,2550.94978,2848.32325,4905.49802,FRP,FRP-5,CTX
194786_055_reg,2005.22215,3015.93963,4329.00731,FRP,FRP-1,CTX
201575_045_reg,2181.37413,2664.2746,4993.3275,FRP,FRP-5,CTX
201575_043_reg,2378.12594,2697.05378,4920.75781,FRP,FRP-5,CTX
201573_003_reg,2810.47088,2795.42724,4390.13079,FRP,FRP-6a,CTX
201574_044_reg,2070.5364,2559.63072,4959.63694,FRP,FRP-2/3,CTX
200297_040_reg,2430.88636,2708.66377,4476.45402,FRP,FRP-5,CTX
200297_034_reg,2356.10273,2732.53619,4673.56215,FRP,FRP-5,CTX
17897_001_reg,2593.00968,2901.37969,4088.72243,FRP,FRP-5,CTX
200296_017_reg,2878.7217,2996.03809,4253.1417,FRP,FRP-6a,CTX
201571_024_reg,2085.29126,2739.5171,5131.19401,FRP,FRP-2/3,CTX
201571_032_reg,2298.11588,2689.87385,5103.15862,FRP,FRP-5,CTX
200296_008_reg,3008.0365,3009.03479,4347.61887,FRP,FRP-6a,CTX
196548_023_reg,2835.58583,2748.73082,4535.26028,FRP,FRP-6a,CTX
200295_071_reg,3276.52091,3354.52759,5280.31595,ILA,ILA-5,CTX
201763_013_reg,3342.88321,3447.32996,5043.66056,ILA,ILA-6a,CTX
195788_067_reg,3141.52276,3619.32624,5404.81951,ILA,ILA-5,CTX
201732_019_reg,3258.03097,3451.26771,5320.86354,ILA,ILA-5,CTX
200333_063_reg,3549.20582,3352.92331,5285.27235,ILA,ILA-5,CTX
200293_013_reg,3254.49721,3682.39214,5398.75302,ILA,ILA-5,CTX
201731_032_reg,3445.12153,3322.68927,4856.7353,ILA,ILA-6a,CTX
201732_037_reg,3201.14937,3404.02825,5453.68598,ILA,ILA-5,CTX
200295_046_reg,3770.69093,3530.6574,5389.0774,ILA,ILA-5,CTX
193869_012_reg,3784.57554,3698.29113,5368.45196,ILA,ILA-5,CTX
201730_016_reg,3565.34075,3652.5051,5276.68935,ILA,ILA-5,CTX
200296_043_reg,3534.82536,3905.00032,5337.95143,ILA,ILA-5,CTX
201763_044_reg,3257.78202,3343.4068,5203.15666,ILA,ILA-5,CTX
195788_043_reg,3550.68059,3535.26954,5335.41683,ILA,ILA-5,CTX
201767_011_reg,3232.93058,3478.7302,5360.56102,ILA,ILA-5,CTX
200296_039_reg,3585.59917,3541.43477,5525.86563,ILA,ILA-2/3,CTX
201767_012_reg,3453.12259,3415.15479,5397.95803,ILA,ILA-5,CTX
196550_082_reg,3675.30196,3511.13543,5203.52708,ILA,ILA-5,CTX
201786_031_reg,3272.12555,3528.56951,5264.60147,ILA,ILA-5,CTX
195838_079_reg,3739.99123,3850.40888,5330.86826,ILA,ILA-5,CTX
200320_048_reg,3560.8395,3478.22845,5291.41076,ILA,ILA-5,CTX
201763_014_reg,3591.6561,3380.45809,4981.60733,ILA,ILA-6a,CTX
195838_068_reg,3793.70058,3410.19615,5203.69912,ILA,ILA-5,CTX
200295_021_reg,3411.7688,4411.91253,5350.79381,ILA,ILA-5,CTX
201731_043_reg,3274.93734,3489.37208,5285.62907,ILA,ILA-5,CTX
201767_013_reg,3392.39648,3320.46975,5381.54995,ILA,ILA-5,CTX
200293_008_reg,3254.80337,3805.85823,5386.35393,ILA,ILA-5,CTX
201730_017_reg,3506.42394,3523.70867,5334.20176,ILA,ILA-5,CTX
200296_038_reg,3638.07975,3751.77172,5285.59827,ILA,ILA-5,CTX
200295_051_reg,3437.39305,3317.99471,5416.6335,ILA,ILA-5,CTX
200296_026_reg,3734.31789,3951.71196,5240.26759,ILA,ILA-6a,CTX
200320_006_reg,3366.86493,3461.6199,5117.64045,ILA,ILA-5,CTX
195788_040_reg,3086.40079,3266.73144,5429.93785,ILA,ILA-5,CTX
195788_042_reg,3468.46714,3442.18717,5257.30141,ILA,ILA-5,CTX
195839_141_reg,3807.07173,3530.76991,5285.49921,ILA,ILA-5,CTX
200295_055_reg,3590.1754,3484.25471,5124.66652,ILA,ILA-5,CTX
195788_038_reg,3455.81671,3381.51123,5122.25953,ILA,ILA-5,CTX
200293_001_reg,3146.00488,3501.29156,5341.70515,ILA,ILA-5,CTX
201784_034_reg,3691.36002,3357.84467,5384.39208,ILA,ILA-5,CTX
201786_013_reg,3256.124,3735.128,5257.53349,ILA,ILA-5,CTX
200293_019_reg,3431.8005,4003.92035,5249.02333,ILA,ILA-5,CTX
200296_023_reg,3589.85024,3661.29059,5244.80201,ILA,ILA-5,CTX
201732_031_reg,3580.4613,3361.2545,5481.38893,ILA,ILA-2/3,CTX
200295_056_reg,3320.78916,3287.50115,5285.89797,ILA,ILA-5,CTX
195788_068_reg,3395.79954,3826.08185,5407.10068,ILA,ILA-5,CTX
200293_028_reg,3246.28256,3961.62944,5447.38791,ILA,ILA-5,CTX
200297_106_reg,3533.93886,4203.03323,5172.24938,ILA,ILA-6a,CTX
200297_079_reg,3493.14439,4179.49882,5246.02229,ILA,ILA-5,CTX
195788_064_reg,3293.35567,3583.89499,5162.82,ILA,ILA-5,CTX
200295_078_reg,3299.14706,3326.73231,5432.33958,ILA,ILA-5,CTX
201730_015_reg,3514.34131,3804.40578,5333.00602,ILA,ILA-5,CTX
201732_016_reg,3504.5892,3360.4011,4954.65534,ILA,ILA-6a,CTX
200331_030_reg,3531.23848,3681.89023,5015.24642,ILA,ILA-6a,CTX
195791_025_reg,3400.87017,4365.53163,5252.17707,ILA,ILA-5,CTX
195944_053_reg,3112.91495,3365.81727,5222.95426,ILA,ILA-5,CTX
195788_094_reg,3295.23261,3808.85784,5265.68278,ILA,ILA-5,CTX
201784_035_reg,3528.23678,3313.2604,5368.27823,ILA,ILA-5,CTX
201763_029_reg,3436.67228,3509.39082,5327.88496,ILA,ILA-5,CTX
200290_030_reg,3627.31899,4080.00263,4928.85066,ILA,ILA-6a,CTX
200296_052_reg,3602.54922,3961.06151,5371.80068,ILA,ILA-5,CTX
201765_059_reg,3327.22273,3319.64626,5262.64995,ILA,ILA-5,CTX
201732_028_reg,3495.6474,3454.5694,5278.96544,ILA,ILA-5,CTX
201731_049_reg,3347.36865,3386.78697,5338.8595,ILA,ILA-5,CTX
195841_084_reg,3722.13437,3479.26156,5297.83993,ILA,ILA-5,CTX
201762_025_reg,3396.22464,3637.80829,5108.5189,ILA,ILA-6a,CTX
200320_005_reg,3489.64541,3521.60178,5123.07474,ILA,ILA-5,CTX
200290_037_reg,3541.57193,3716.08111,4928.89733,ILA,ILA-6a,CTX
201786_001_reg,3524.81353,3670.04531,5440.40726,ILA,ILA-5,CTX
201732_030_reg,3425.69611,3359.77742,5353.5513,ILA,ILA-5,CTX
200295_060_reg,3045.06592,3297.11843,5343.32107,ILA,ILA-5,CTX
201731_042_reg,3269.88388,3311.44332,5345.53105,ILA,ILA-5,CTX
195839_142_reg,3689.29443,3519.95595,5239.73512,ILA,ILA-5,CTX
201731_053_reg,3449.81382,3380.98742,5241.54922,ILA,ILA-5,CTX
201786_032_reg,3300.02315,3533.57458,5129.66433,ILA,ILA-6a,CTX
200295_058_reg,3606.46083,3512.44759,5409.77202,ILA,ILA-5,CTX
201732_029_reg,3521.62048,3342.50791,5255.32352,ILA,ILA-5,CTX
200293_011_reg,3194.64517,3726.18712,5347.3429,ILA,ILA-5,CTX
201731_046_reg,3647.27781,3417.17543,5206.50978,ILA,ILA-5,CTX
200296_022_reg,3554.86637,3627.30957,5245.91776,ILA,ILA-5,CTX
201787_014_reg,3239.01006,3265.9941,5360.89207,ILA,ILA-5,CTX
195788_069_reg,3395.86953,3844.81709,5332.03602,ILA,ILA-5,CTX
195788_052_reg,3745.00273,3517.76078,5330.01591,ILA,ILA-5,CTX
201574_049_reg,3074.27244,3280.19527,5451.3041,ILA,ILA-5,CTX
201787_019_reg,3208.89011,3372.57287,5265.10902,ILA,ILA-5,CTX
200299_025_reg,3503.60984,4244.13111,5061.07456,ILA,ILA-6a,CTX
201732_020_reg,3501.46202,3564.352,4996.45187,ILA,ILA-6a,CTX
200333_074_reg,3435.53366,3410.5405,5250.77255,ILA,ILA-5,CTX
201767_014_reg,3472.36115,3380.64915,5096.23192,ILA,ILA-6a,CTX
195839_138_reg,3860.21002,3550.3608,5166.47774,ILA,ILA-6a,CTX
200296_032_reg,3734.44431,3480.90868,5231.75325,ILA,ILA-5,CTX
200320_004_reg,3429.90876,3690.97873,5224.29281,ILA,ILA-5,CTX
200295_063_reg,3523.50647,4246.33391,5218.76273,ILA,ILA-6a,CTX
193869_001_reg,3562.56974,3393.14326,5286.05769,ILA,ILA-5,CTX
201730_014_reg,3580.39906,3768.10594,5299.89317,ILA,ILA-5,CTX
200320_047_reg,3436.70774,3476.68229,5266.75608,ILA,ILA-5,CTX
200295_039_reg,3442.63869,3340.23087,5289.36847,ILA,ILA-5,CTX
195788_054_reg,3475.42635,3643.40396,5246.25189,ILA,ILA-5,CTX
200296_041_reg,3617.443,3910.40507,5112.34656,ILA,ILA-6a,CTX
200293_010_reg,3132.93636,3710.69335,5446.62608,ILA,ILA-5,CTX
200295_062_reg,3500.04613,3851.13367,5032.47087,ILA,ILA-6a,CTX
195049_013_reg,4345.17886,2466.35686,5225.93467,ACAv,ACAv-5,CTX
195831_032_reg,5142.88869,2234.47237,5352.08423,ACAv,ACAv-5,CTX
195839_100_reg,4481.94748,2884.77889,5314.52081,ACAv,ACAv-5,CTX
201388_028_reg,4411.20641,2478.30885,5221.81196,ACAv,ACAv-5,CTX
192981_049_reg,4765.82661,2694.58766,5344.67508,ACAv,ACAv-5,CTX
200196_050_reg,5195.46843,2486.53098,5308.25435,ACAv,ACAv-5,CTX
195199_058_reg,4813.4091,2324.92649,5417.05785,ACAv,ACAv-5,CTX
201388_018_reg,5051.24038,2282.83323,5086.22627,ACAv,ACAv-6a,CTX
195839_036_reg,5230.17624,2219.81962,5435.04664,ACAv,ACAv-5,CTX
195840_060_reg,4164.66727,2849.57269,5194.13475,ACAv,ACAv-5,CTX
195838_075_reg,4391.60074,2682.87032,5280.97411,ACAv,ACAv-5,CTX
195839_023_reg,5100.34834,2081.77283,5279.57386,ACAv,ACAv-5,CTX
201388_015_reg,5269.71582,2141.26787,5510.41477,ACAv,ACAv-2/3,CTX
200196_025_reg,5097.4867,2301.39496,5187.99368,ACAv,ACAv-5,CTX
201388_003_reg,5158.28805,2282.69615,5400.36031,ACAv,ACAv-5,CTX
195840_119_reg,5287.2352,2239.91662,5317.54177,ACAv,ACAv-5,CTX
192982_065_reg,5011.47296,2375.16026,5519.84638,ACAv,ACAv-2/3,CTX
201388_048_reg,4604.59458,2562.29799,5386.84218,ACAv,ACAv-5,CTX
195829_030_reg,4193.42309,2545.5909,5220.43801,ACAv,ACAv-5,CTX
195829_005_reg,4058.98031,3273.34061,5374.23221,ACAv,ACAv-5,CTX
195831_014_reg,4856.10903,2554.25937,5323.5558,ACAv,ACAv-5,CTX
195832_013_reg,5188.57159,2209.22117,5259.66781,ACAv,ACAv-5,CTX
195827_017_reg,5442.46534,2232.9467,5464.04831,ACAv,ACAv-2/3,CTX
201393_023_reg,4795.62775,2598.64626,5189.40257,ACAv,ACAv-5,CTX
200194_076_reg,4911.54066,2432.46511,5543.74771,ACAv,ACAv-2/3,CTX
192982_024_reg,4699.0863,2454.4379,5339.50233,ACAv,ACAv-5,CTX
193873_008_reg,4640.27904,2625.46921,5210.08577,ACAv,ACAv-5,CTX
192982_003_reg,4358.80547,2761.09458,5478.42565,ACAv,ACAv-2/3,CTX
195828_047_reg,4505.83123,2568.54342,5297.01622,ACAv,ACAv-5,CTX
195841_004_reg,5244.57833,2330.87252,5282.32241,ACAv,ACAv-5,CTX
192982_035_reg,4944.93109,2475.37892,5375.3309,ACAv,ACAv-5,CTX
195841_070_reg,4623.5578,2861.1113,5421.33229,ACAv,ACAv-5,CTX
195832_004_reg,4580.21376,3018.87623,5383.1546,ACAv,ACAv-5,CTX
195839_084_reg,4032.67455,2752.15676,5092.82252,ACAv,ACAv-5,CTX
192982_066_reg,4784.50879,2575.99266,5481.99311,ACAv,ACAv-2/3,CTX
201390_028_reg,4793.6864,2188.00969,5183.75361,ACAv,ACAv-5,CTX
192982_038_reg,5021.81844,2395.16465,5498.18313,ACAv,ACAv-2/3,CTX
193871_011_reg,4308.61852,2276.81583,5505.4496,ACAv,ACAv-2/3,CTX
193869_013_reg,4969.73346,2448.94694,5397.40107,ACAv,ACAv-5,CTX
195831_004_reg,4349.76429,2894.47629,5221.89743,ACAv,ACAv-5,CTX
195829_017_reg,4690.77337,2455.24723,5396.5681,ACAv,ACAv-5,CTX
192982_028_reg,4736.53136,2748.8643,5469.96545,ACAv,ACAv-2/3,CTX
195840_150_reg,4783.97685,2375.05116,5422.7952,ACAv,ACAv-2/3,CTX
195049_026_reg,4830.37868,2583.42423,5296.05443,ACAv,ACAv-5,CTX
195832_042_reg,4728.60758,2739.20448,5107.35234,ACAv,ACAv-6a,CTX
192982_008_reg,4324.44278,2945.24662,5411.95758,ACAv,ACAv-5,CTX
200194_063_reg,4727.44073,2291.13069,5295.27386,ACAv,ACAv-5,CTX
201388_060_reg,5510.45369,2323.4085,5413.60236,ACAv,ACAv-5,CTX
193871_005_reg,4315.99712,3022.05893,5368.77399,ACAv,ACAv-5,CTX
192982_051_reg,4534.83508,2745.31984,5397.1398,ACAv,ACAv-5,CTX
192982_001_reg,4558.47093,2715.93446,5352.60232,ACAv,ACAv-5,CTX
195829_029_reg,4336.41796,2848.06231,5302.23368,ACAv,ACAv-5,CTX
195840_098_reg,4642.15362,2694.83037,5527.64139,ACAv,ACAv-2/3,CTX
193871_015_reg,4718.8516,2534.36399,5517.08942,ACAv,ACAv-2/3,CTX
195839_155_reg,5745.16584,1946.88679,5475.82276,ACAv,ACAv-2/3,CTX
195840_103_reg,5226.71104,2053.82489,5098.49144,ACAv,ACAv-6a,CTX
195841_019_reg,4925.77457,2022.52747,5412.91729,ACAv,ACAv-2/3,CTX
195841_030_reg,5604.24036,1982.35072,5468.26234,ACAv,ACAv-2/3,CTX
201760_031_reg,3953.7509,3080.37769,5357.79719,ACAv,ACAv-5,CTX
195840_081_reg,5081.58261,2092.59275,5537.30684,ACAv,ACAv-2/3,CTX
192981_028_reg,4945.68882,2378.92943,5400.62244,ACAv,ACAv-5,CTX
200196_037_reg,4502.37359,2656.63583,5302.01983,ACAv,ACAv-5,CTX
195838_035_reg,5115.84799,2274.4159,5306.06142,ACAv,ACAv-5,CTX
195199_092_reg,4609.23449,2448.19227,5469.08374,ACAv,ACAv-2/3,CTX
195840_069_reg,4133.18464,3256.33616,5359.18229,ACAv,ACAv-5,CTX
192981_038_reg,4489.40912,2912.14148,5438.30105,ACAv,ACAv-2/3,CTX
195199_022_reg,5170.24709,2162.28279,5250.59181,ACAv,ACAv-5,CTX
195199_074_reg,4555.83242,2232.80874,5394.7925,ACAv,ACAv-5,CTX
195840_139_reg,5476.68727,2100.19793,5235.50417,ACAv,ACAv-5,CTX
200321_022_reg,4170.1604,2313.34566,5485.58405,ACAv,ACAv-2/3,CTX
195199_036_reg,5419.76112,1869.4427,5383.35584,ACAv,ACAv-5,CTX
195832_007_reg,4876.48625,2551.36555,5103.08297,ACAv,ACAv-6a,CTX
195839_068_reg,5526.03091,2081.15421,5345.6782,ACAv,ACAv-5,CTX
195830_011_reg,4961.98425,2313.58099,5224.19656,ACAv,ACAv-5,CTX
195840_067_reg,4209.99816,3138.37904,5372.4973,ACAv,ACAv-5,CTX
195839_136_reg,4021.55714,3221.69409,5125.13645,ACAv,ACAv-6a,CTX
195199_043_reg,4665.69573,2337.24016,5243.81426,ACAv,ACAv-5,CTX
192981_030_reg,4826.19903,2466.32892,5403.47325,ACAv,ACAv-5,CTX
195828_081_reg,5225.33771,2415.55761,5508.8498,ACAv,ACAv-2/3,CTX
195199_073_reg,4530.25588,2383.6994,5257.28191,ACAv,ACAv-5,CTX
195841_006_reg,5122.81062,2093.55705,5283.43686,ACAv,ACAv-5,CTX
193869_014_reg,4695.59493,2498.76787,5396.84857,ACAv,ACAv-5,CTX
195828_011_reg,5026.09448,2291.83793,5332.83922,ACAv,ACAv-5,CTX
201389_007_reg,5421.62033,2268.83246,5240.8346,ACAv,ACAv-5,CTX
195831_006_reg,4241.98049,3270.34401,5398.77501,ACAv,ACAv-5,CTX
195838_026_reg,4621.9779,2259.14144,5288.55407,ACAv,ACAv-5,CTX
195840_110_reg,5419.69927,2153.98851,5449.28223,ACAv,ACAv-2/3,CTX
200196_003_reg,4491.88894,2456.5606,5241.02483,ACAv,ACAv-5,CTX
192981_016_reg,5138.69122,2324.07357,5364.03034,ACAv,ACAv-5,CTX
195838_083_reg,4368.97011,2950.39935,5406.74475,ACAv,ACAv-5,CTX
195828_076_reg,4758.83434,2661.04414,5454.99419,ACAv,ACAv-2/3,CTX
195199_023_reg,5215.79257,2417.05446,5244.05921,ACAv,ACAv-5,CTX
195840_132_reg,4465.46929,2635.4194,5485.54415,ACAv,ACAv-2/3,CTX
195829_004_reg,4326.82453,3055.36413,5329.49947,ACAv,ACAv-5,CTX
195838_004_reg,4655.54717,2866.36346,5363.43191,ACAv,ACAv-5,CTX
195838_064_reg,4135.54052,3283.08751,5231.12174,ACAv,ACAv-5,CTX
195840_085_reg,5089.70459,2176.68857,5202.64002,ACAv,ACAv-5,CTX
201393_013_reg,4614.37944,2521.71311,5104.42407,ACAv,ACAv-6a,CTX
195831_003_reg,4146.88135,2684.76498,5192.33966,ACAv,ACAv-5,CTX
192981_050_reg,4853.09653,2707.55375,5392.52465,ACAv,ACAv-5,CTX
